file,flag,last,mu,sd,upper,lower,zscore,reason
IND001.xlsx,G,1901.0,2047.3,120.8877302844857,2289.0754605689713,1805.5245394310286,-1.2102138046244348,
IND002.xlsx,Y,14.39,15.482321666666667,0.5042610164361552,16.490843699538978,14.473799633794357,-2.166183050172324,
IND003.xlsx,G,150.79,147.16400000000002,4.403783297726507,155.97156659545303,138.356433404547,0.8233829311882652,
IND004.xlsx,Y,69.846,65.27966666666667,1.9511828520727525,69.18203237081218,61.37730096252117,2.340289803430002,
IND005.xlsx,G,134.677,140.16326666666666,6.675250431923892,153.51376753051443,126.81276580281887,-0.8218817739674605,
IND006.xlsx,G,107.693,107.42956666666667,0.2842017690928767,107.99797020485242,106.86116312848092,0.9269236225170537,
IND007.xlsx,G,321.668,317.4932166666667,7.209008300017153,331.911233266701,303.07520006663236,0.5791064678512563,
IND008.xlsx,missing,,,,,,,
IND009.xlsx,G,15.114,17.37591666666667,1.3260577701300325,20.028032206926735,14.723801126406604,-1.705745192718765,
IND010.xlsx,G,38.353,34.88895,2.4253429821024244,39.73963596420485,30.03826403579515,1.4282722178110931,
IND011.xlsx,G,,,,,,,too_short
IND012.xlsx,G,,,,,,,too_short
IND013.xlsx,G,,,,,,,too_short
IND014.xlsx,G,57.353,53.923700000000004,1.8032321656771486,57.5301643313543,50.31723566864571,1.9017517906310357,
IND015.xlsx,G,38.604,39.41296666666666,2.2389413120691644,43.890849290804994,34.93508404252833,-0.36131660187155135,
IND016.xlsx,G,60.88,64.49983333333333,2.0559851585605236,68.61180365045438,60.38786301621228,-1.7606320348478166,
IND017.xlsx,G,,,,,,,too_short
IND018.xlsx,G,7.1364,7.155306666666666,0.03003164368165309,7.215369954029972,7.09524337930336,-0.629558170944091,
IND019.xlsx,G,7.1364,7.155306666666666,0.03003164368165309,7.215369954029972,7.09524337930336,-0.629558170944091,
IND020.xlsx,G,64.53,67.844,1.7534121021595972,71.3508242043192,64.33717579568079,-1.8900291585294131,
IND021.xlsx,G,,,,,,,too_short
IND022.xlsx,G,257.382,269.3315,12.325661262179292,293.9828225243586,244.68017747564141,-0.9694814538402475,
