file,flag,last,mu,sd,upper,lower,zscore,reason
IND001.xlsx,G,2003.0,2042.1333333333334,97.7719228045048,2237.677178942343,1846.5894877243238,-0.4002512399350132,
IND002.xlsx,G,14.24,14.820303333333333,0.6325653078185276,16.08543394897039,13.555172717696278,-0.9173809030637078,
IND003.xlsx,G,150.07,149.15966666666665,3.0089344551778847,155.1775355770224,143.1417977563109,0.3025434242234177,
IND004.xlsx,G,71.846,67.27683333333333,3.526894205797773,74.33062174492888,60.22304492173778,1.2955213284128388,
IND005.xlsx,G,140.543,138.69721666666666,6.030309663392099,150.75783599345087,126.63659733988246,0.3060843366864639,
IND006.xlsx,G,107.288,107.44296666666666,0.2987293070472843,108.04042528076123,106.8455080525721,-0.5187528073438668,
IND007.xlsx,G,327.648,320.2551166666666,9.498560413893273,339.25223749445314,301.25799583888005,0.7783161880530939,
IND008.xlsx,missing,,,,,,,
IND009.xlsx,G,14.032,16.59965,1.6030645321279764,19.805779064255955,13.393520935744048,-1.6017134360720913,
IND010.xlsx,G,34.958,36.934,2.2597576566231146,41.45351531324623,32.41448468675377,-0.874430049704024,
IND011.xlsx,G,,,,,,,too_short
IND012.xlsx,G,,,,,,,too_short
IND013.xlsx,G,,,,,,,too_short
IND014.xlsx,G,57.048,54.91233333333333,2.4833568925054683,59.87904711834427,49.94561954832239,0.8599918413305428,
IND015.xlsx,Y,31.845,37.555816666666665,2.7219713658284554,42.999759398323576,32.111873935009754,-2.098044357982631,
IND016.xlsx,G,60.02,62.01283333333333,2.1207444382156395,66.25432220976461,57.77134445690206,-0.9396857525228585,
IND017.xlsx,G,,,,,,,too_short
IND018.xlsx,G,7.1228,7.133555,0.021261423792048643,7.176077847584097,7.091032152415903,-0.505845709355677,
IND019.xlsx,G,7.1229,7.133556666666666,0.02126058455344023,7.176077835773547,7.091035497559786,-0.50124052985845,
IND020.xlsx,G,63.88,65.92716666666666,2.219182350676759,70.36553136802019,61.488801965313144,-0.9224869087672587,
IND021.xlsx,G,,,,,,,too_short
IND022.xlsx,G,242.668,259.90045,9.699462997892345,279.29937599578466,240.5015240042153,-1.7766395937326134,
IND023.xlsx,G,99.829,98.33675,0.7947512530135904,99.92625250602718,96.74724749397281,1.8776315159511687,
IND024.xlsx,G,95.65,94.41361333333333,1.1677721689133855,96.7491576711601,92.07806899550656,1.0587567503146915,
IND025.xlsx,G,309.3,347.69683333333336,112.00054049708332,571.6979143275,123.69575233916672,-0.3428272146091408,
IND026.xlsx,G,60.25,59.37466666666666,0.7095173633453613,60.79370139335739,57.95563193997594,1.2337024836237365,
IND027.xlsx,missing,,,,,,,
IND028.xlsx,G,1.1532,1.1668100000000001,0.007922324995435697,1.1826546499908714,1.1509653500091288,-1.7179300278442597,
IND029.xlsx,G,1.1532,1.1668100000000001,0.007922324995435697,1.1826546499908714,1.1509653500091288,-1.7179300278442597,
IND030.xlsx,G,66.03,63.09566666666667,2.590922851461097,68.27751236958886,57.91382096374448,1.132543692560576,
IND031.xlsx,G,4.0,4.316666666666666,0.16372402253657714,4.644114711739821,3.989218621593512,-1.9341490745252168,
IND032.xlsx,missing,,,,,,,
IND033.xlsx,missing,,,,,,,
IND034.xlsx,G,2.972,3.3709333333333333,0.2683896338451886,3.9077126010237104,2.8341540656429562,-1.4863962054638982,
IND035.xlsx,G,2.005,1.9733666666666667,0.037504207171398594,2.048375081009464,1.8983582523238696,0.843460926630582,
IND036.xlsx,G,,,,,,,too_short
IND037.xlsx,Y,285.03488,147.1285131666667,52.44776018632302,252.02403353931274,42.232992794020646,2.6294043128517735,
IND038.xlsx,G,71.846,67.27673333333333,3.5267810104338837,74.3302953542011,60.22317131246556,1.2955912638603388,
IND039.xlsx,G,,,,,,,too_short
IND040.xlsx,Y,18.1,15.477750000000002,1.0860280939429228,17.649806187885847,13.305693812114157,2.4145323814595665,
IND041.xlsx,G,219.0,226.86666666666667,11.528900882371909,249.9244684314105,203.80886490192285,-0.6823431606299158,
IND042.xlsx,G,263.1,263.8166166666667,7.408275739759994,278.6331681461867,249.00006518714667,-0.0967319106145837,
IND043.xlsx,G,96.65,96.49014833333332,0.5858862115033772,97.66192075634008,95.31837591032657,0.2728373932141277,
IND044.xlsx,Y,237.64,259.8383333333333,9.572419959909825,278.983173253153,240.69349341351366,-2.3189886597435114,
IND045.xlsx,G,44.833,41.57451666666667,3.1926565087800682,47.959829684226804,35.18920364910653,1.0206181981595055,
IND046.xlsx,G,6.37,6.767666666666667,0.2762810565750525,7.320228779816772,6.215104553516562,-1.439355530185037,
IND047.xlsx,G,6.95,7.362666666666667,0.2919124678544989,7.946491602375665,6.7788417309576685,-1.4136657803611061,
IND048.xlsx,G,22.875,21.720899999999997,2.3199883958042435,26.360876791608483,17.08092320839151,0.49745938474831236,
IND049.xlsx,G,568.38,481.3451666666667,52.135410215184685,585.615987097036,377.07434623629734,1.6693996071787685,
IND050.xlsx,G,60.56,62.771010000000004,1.9385607167603023,66.6481314335206,58.8938885664794,-1.140542042807415,
IND051.xlsx,Y,1445.9,1404.9975000000002,19.496654467281196,1443.9908089345627,1366.0041910654377,2.097924034538412,
IND052.xlsx,G,2874.14,2867.238666666666,16.32294300126182,2899.88455266919,2834.5927806641425,0.4227995731407136,
IND053.xlsx,G,60.78,53.693999999999996,5.521955933664569,64.73791186732913,42.65008813267086,1.2832409539526117,
IND054.xlsx,G,72.42,76.20166666666667,5.222636998894127,86.64694066445492,65.75639266887842,-0.7240914249769645,
IND055.xlsx,G,,,,,,,too_short
IND056.xlsx,G,,,,,,,too_short
IND057.xlsx,G,56.702,53.60484999999999,2.7522009182046205,59.109251836409236,48.10044816359075,1.1253357193196531,
IND058.xlsx,G,1834.42,1840.7483333333334,5.363093686383186,1851.4745207060998,1830.022145960567,-1.1799781438465113,
IND059.xlsx,G,25620.03,24464.63616666667,785.4001183305246,26035.43640332772,22893.83593000562,1.4710894566571695,
IND060.xlsx,G,33.69,34.55533333333334,2.4477278352698395,39.45078900387301,29.659877662793658,-0.3535251431407382,
IND061.xlsx,G,,,,,,,too_short
IND062.xlsx,G,187.9,175.1978333333333,12.726539080685804,200.65091149470493,149.74475517196169,0.9980849142202303,
IND063.xlsx,G,,,,,,,too_short
IND064.xlsx,G,1550.7,1700.9751020408164,390.9168864329845,2482.8088749067856,919.1413291748474,-0.384417013580656,
IND065.xlsx,Y,3.91,4.259833333333334,0.120947532242517,4.5017283978183675,4.0179382688483,-2.892438786033832,
IND066.xlsx,G,7190.266,6344.637216666667,525.5105848836873,7395.658386434042,5293.616046899292,1.609156518741669,
IND067.xlsx,missing,,,,,,,
IND068.xlsx,G,6796.29,6623.8696666666665,137.50760415296475,6898.884874972596,6348.854458360737,1.2538967164429065,
IND069.xlsx,G,,,,,,,too_short
IND070.xlsx,G,7.1231,7.13356,0.021258929104380875,7.176077858208762,7.091042141791238,-0.4920285470938713,
IND071.xlsx,Y,1445.9,1404.9975000000002,19.496654467281196,1443.9908089345627,1366.0041910654377,2.097924034538412,
IND072.xlsx,G,4.1317,4.119523333333333,0.09989712436080561,4.3193175820549445,3.9197290846117223,0.12189206390654055,
IND073.xlsx,G,3.6007,3.5798,0.08361419735904976,3.7470283947181,3.4125716052819004,0.24995755099163958,
IND074.xlsx,G,3.7323,3.6808233333333336,0.0769470150312901,3.8347173633959137,3.5269293032707534,0.668988480524341,
IND075.xlsx,G,2.3117,2.3529150000000003,0.045032754098177155,2.4429805081963547,2.262849491803646,-0.9152227267767425,
IND076.xlsx,G,3.6909,3.6310848333333334,0.08534797961855867,3.801780792570451,3.460388874096216,0.7008386951161057,
IND077.xlsx,G,17.82,16.692666666666664,1.965287821725443,20.62324231011755,12.762091023215778,0.5736225100828148,
IND078.xlsx,G,89.28,90.53261,1.158672699356131,92.84995539871227,88.21526460128774,-1.0810731975441157,
IND079.xlsx,G,22.6,20.323500000000003,2.213884086848299,24.7512681736966,15.895731826303404,1.0282832843524523,
IND080.xlsx,G,30.4222,31.142609999999998,0.838487851174187,32.81958570234837,29.465634297651622,-0.8591776243283219,
IND081.xlsx,Y,102860.78,113172.20316666666,5065.668046705795,123303.53926007825,103040.86707325507,-2.0355505081648966,
IND082.xlsx,missing,,,,,,,
IND083.xlsx,missing,,,,,,,
IND084.xlsx,missing,,,,,,,
IND085.xlsx,missing,,,,,,,
IND086.xlsx,missing,,,,,,,
IND087.xlsx,missing,,,,,,,
IND088.xlsx,missing,,,,,,,
IND089.xlsx,missing,,,,,,,
IND090.xlsx,missing,,,,,,,
IND091.xlsx,missing,,,,,,,
IND092.xlsx,missing,,,,,,,
IND093.xlsx,missing,,,,,,,
IND094.xlsx,missing,,,,,,,
IND095.xlsx,missing,,,,,,,
IND096.xlsx,missing,,,,,,,
IND097.xlsx,missing,,,,,,,
IND098.xlsx,missing,,,,,,,
IND099.xlsx,missing,,,,,,,
IND100.xlsx,missing,,,,,,,
IND101.xlsx,missing,,,,,,,
IND102.xlsx,missing,,,,,,,
IND103.xlsx,missing,,,,,,,
IND104.xlsx,missing,,,,,,,
IND105.xlsx,missing,,,,,,,
IND106.xlsx,missing,,,,,,,
IND107.xlsx,missing,,,,,,,
IND108.xlsx,missing,,,,,,,
IND109.xlsx,missing,,,,,,,
IND110.xlsx,missing,,,,,,,
IND111.xlsx,missing,,,,,,,
IND112.xlsx,missing,,,,,,,
IND113.xlsx,missing,,,,,,,
IND114.xlsx,missing,,,,,,,
IND115.xlsx,missing,,,,,,,
IND116.xlsx,missing,,,,,,,
IND117.xlsx,missing,,,,,,,
