file,flag,last,mu,sd,upper,lower,zscore,thr_yellow,thr_orange,thr_red,level,reason
IND001.xlsx,G,2125.0,2052.8166666666666,94.82764921454587,,,0.7612055548273677,2258.0983333333334,2463.3799999999997,2668.661666666667,normal,auto_threshold
IND002.xlsx,G,14.13,14.661676666666667,0.6010930938345105,,,-0.8845163455047849,16.127844333333336,17.594012,19.060179666666667,normal,auto_threshold
IND003.xlsx,G,149.64,150.00933333333333,2.43572293625976,,,-0.15163191504058499,165.01026666666667,180.0112,195.01213333333334,normal,auto_threshold
IND004.xlsx,G,72.681,68.19643333333333,3.531704665675697,,,1.2698022884675901,75.01607666666668,81.83572,88.65536333333334,normal,auto_threshold
IND005.xlsx,G,142.111,139.00398333333334,6.150017340061197,,,0.5052045376242362,152.9043816666667,166.80478,180.70517833333335,normal,auto_threshold
IND006.xlsx,G,106.956,107.42091666666667,0.31837191520129376,,,-1.4602942171350737,118.16300833333335,128.9051,139.64719166666669,normal,auto_threshold
IND007.xlsx,G,334.652,321.3783,10.082135893582128,,,1.3165563468004287,353.51613000000003,385.65396000000004,417.79179000000005,normal,auto_threshold
IND008.xlsx,missing,,,,,,,,,,,
IND009.xlsx,G,13.841,16.359066666666667,1.706075739493682,,,-1.4759407266490778,17.994973333333334,19.63088,21.26678666666667,normal,auto_threshold
IND010.xlsx,G,32.63,37.03458333333333,2.1370820627799243,,,-2.0610267663768744,40.73804166666667,44.4415,48.14495833333333,normal,auto_threshold
IND011.xlsx,G,,,,,,,,,,,too_short
IND012.xlsx,G,,,,,,,,,,,too_short
IND013.xlsx,G,,,,,,,,,,,too_short
IND014.xlsx,G,57.114,55.52381666666666,2.3337823198378382,,,0.6813760305819049,61.07619833333333,66.62857999999999,72.18096166666666,normal,auto_threshold
IND015.xlsx,G,30.124,36.679133333333326,3.289873267400572,,,-1.9925184955567408,40.347046666666664,44.01495999999999,47.682873333333326,normal,auto_threshold
IND016.xlsx,G,59.46,61.58183333333333,2.205154183321991,,,-0.9622154085102823,67.74001666666666,73.89819999999999,80.05638333333333,normal,auto_threshold
IND017.xlsx,G,,,,,,,,,,,too_short
