file,flag,last,mu,sd,upper,lower,zscore,thr_yellow,thr_orange,thr_red,level,reason
IND001.xlsx,G,2084.0,2044.5166666666667,98.22838891527343,,,0.40195440207605937,2248.9683333333337,2453.42,2657.871666666667,normal,auto_threshold
IND002.xlsx,G,14.19,14.746016666666666,0.6217982862007682,,,-0.8942074608535315,16.220618333333334,17.69522,19.169821666666667,normal,auto_threshold
IND003.xlsx,G,151.99,149.4761666666667,2.825947682735182,,,0.8895540949647791,164.42378333333338,179.37140000000002,194.31901666666673,normal,auto_threshold
IND004.xlsx,G,71.775,67.6566,3.5844899878969834,,,1.1489500637205767,74.42226000000001,81.18791999999999,87.95358,normal,auto_threshold
IND005.xlsx,G,140.705,138.932,6.118439346216611,,,0.28977977874314864,152.8252,166.71839999999997,180.61159999999998,normal,auto_threshold
IND006.xlsx,G,107.466,107.43216666666666,0.3072692178240075,,,0.11010973885679727,118.17538333333333,128.9186,139.66181666666665,normal,auto_threshold
IND007.xlsx,G,323.625,320.7464,9.735303263894256,,,0.29568673126763245,352.82104000000004,384.89567999999997,416.97032,normal,auto_threshold
IND008.xlsx,missing,,,,,,,,,,,
IND009.xlsx,G,14.043,16.540200000000002,1.6311328762550341,,,-1.5309604976716538,18.194220000000005,19.84824,21.502260000000003,normal,auto_threshold
IND010.xlsx,G,34.938,37.06475,2.0837746649210427,,,-1.020623791911099,40.771225,44.47769999999999,48.184174999999996,normal,auto_threshold
IND011.xlsx,G,,,,,,,,,,,too_short
IND012.xlsx,G,,,,,,,,,,,too_short
IND013.xlsx,G,,,,,,,,,,,too_short
IND014.xlsx,G,57.107,55.164233333333335,2.483785547416499,,,0.7821797130140427,60.68065666666667,66.19708,71.71350333333334,normal,auto_threshold
IND015.xlsx,G,31.47,37.21490000000001,2.977983589052803,,,-1.9291241298704633,40.93639000000001,44.657880000000006,48.37937000000001,normal,auto_threshold
IND016.xlsx,G,60.45,61.83883333333333,2.142635520152844,,,-0.6481892605020656,68.02271666666667,74.2066,80.39048333333334,normal,auto_threshold
IND017.xlsx,G,,,,,,,,,,,too_short
IND018.xlsx,G,7.1222,7.130330000000001,0.017332525301629674,,,-0.469060327824013,7.843363000000002,8.556396000000001,9.269429,normal,auto_threshold
IND019.xlsx,G,7.1222,7.130330000000001,0.017332525301629674,,,-0.469060327824013,7.843363000000002,8.556396000000001,9.269429,normal,auto_threshold
IND020.xlsx,G,64.44,65.817,2.2640401203746845,,,-0.6082047696982112,72.3987,78.98039999999999,85.5621,normal,auto_threshold
IND021.xlsx,G,,,,,,,,,,,too_short
IND022.xlsx,G,241.681,258.6954166666667,9.982590061855593,,,-1.7044090322490901,284.5649583333334,310.4345,336.3040416666667,normal,auto_threshold
