file,flag,last,mu,sd,upper,lower,zscore,reason
IND001.xlsx,G,1932.0,2051.7833333333333,111.14796319421903,2274.0792597217715,1829.4874069448952,-1.0776925630569127,
IND002.xlsx,Y,14.32,15.453048333333333,0.5196697231549008,16.492387779643135,14.413708887023532,-2.1803239304661184,
IND003.xlsx,G,150.6,147.28483333333332,4.396934345528767,156.07870202439085,138.4909646422758,0.7539722920897955,
IND004.xlsx,Y,69.725,65.32438333333333,2.0205694996847026,69.36552233270274,61.28324433396392,2.177909083232897,
IND005.xlsx,G,133.8,139.65498333333335,6.5619362246520065,152.77885578263735,126.53111088402933,-0.8922645897314918,
IND006.xlsx,G,107.883,107.43545,0.2898182433295593,108.01508648665911,106.85581351334089,1.5442437123983002,
IND007.xlsx,G,317.136,317.49846666666673,7.208631533253465,331.91572973317363,303.0812036001598,-0.05028231294589607,
IND008.xlsx,missing,,,,,,,
IND009.xlsx,G,15.296,17.254266666666663,1.3383684204616093,19.93100350758988,14.577529825743444,-1.463174591336553,
IND010.xlsx,Y,40.727,35.12043333333334,2.6331963806159706,40.38682609456528,29.854040572101397,2.1291866827475823,
IND011.xlsx,G,,,,,,,too_short
IND012.xlsx,G,,,,,,,too_short
IND013.xlsx,G,,,,,,,too_short
IND014.xlsx,G,55.941,53.9514,1.8200730681301511,57.591546136260305,50.311253863739694,1.0931429264232864,
IND015.xlsx,G,39.172,39.26105,2.0919804048240453,43.44501080964809,35.077089190351906,-0.042567320322242794,
IND016.xlsx,G,61.54,64.2965,2.025029073865086,68.34655814773016,60.246441852269825,-1.361215024305198,
IND017.xlsx,G,,,,,,,too_short
IND018.xlsx,G,7.1456,7.154188333333334,0.029753913421404415,7.213696160176142,7.094680506490525,-0.288645503927412,
IND019.xlsx,G,7.1456,7.154188333333334,0.029753913421404415,7.213696160176142,7.094680506490525,-0.288645503927412,
IND020.xlsx,G,65.33,67.72533333333334,1.7933325278807861,71.31199838909491,64.13866827757177,-1.3356883322492064,
