file,flag,last,mu,sd,upper,lower,zscore,reason
IND001.xlsx,G,1966.0,2045.4666666666667,96.22689621699776,2237.9204591006624,1853.0128742326713,-0.8258259363106165,
IND002.xlsx,G,14.33,14.882863333333335,0.6384250853902527,16.15971350411384,13.606013162552829,-0.8659799653633341,
IND003.xlsx,G,149.82,148.77566666666664,3.3969458668372527,155.56955840034115,141.98177493299212,0.3074330219767937,
IND004.xlsx,G,70.681,66.92865,3.4269726670683287,73.78259533413666,60.07470466586335,1.09494599593933,
IND005.xlsx,G,139.213,138.47306666666665,6.028738446990441,150.53054356064754,126.41558977268578,0.12273435642289583,
IND006.xlsx,G,107.303,107.43991666666668,0.3022387186571411,108.04439410398096,106.83543922935239,-0.4530083613211599,
IND007.xlsx,G,328.028,319.84093333333334,9.204937495471908,338.25080832427716,301.4310583423895,0.8894212123324098,
IND008.xlsx,missing,,,,,,,
IND009.xlsx,G,14.384,16.70876666666667,1.543156422905849,19.795079512478367,13.622453820854972,-1.5065009821162554,
IND010.xlsx,G,35.494,36.75183333333333,2.477093385177275,41.70602010368788,31.79764656297878,-0.5077859966281864,
IND011.xlsx,G,,,,,,,too_short
IND012.xlsx,G,,,,,,,too_short
IND013.xlsx,G,,,,,,,too_short
IND014.xlsx,G,56.107,54.641133333333336,2.4237820959994893,59.48869752533231,49.79356914133436,0.6047848398113476,
IND015.xlsx,Y,33.239,37.97258333333333,2.3598631619347605,42.692309657202856,33.25285700946381,-2.0058719546486135,
IND016.xlsx,G,60.98,62.22,2.0955118706412863,66.41102374128258,58.02897625871743,-0.5917408616828912,
IND017.xlsx,G,,,,,,,too_short
IND018.xlsx,G,7.1225,7.137381666666666,0.024948710665832298,7.187279087998331,7.087484245335002,-0.5964904105063589,
IND019.xlsx,G,7.1225,7.137381666666666,0.024948710665832298,7.187279087998331,7.087484245335002,-0.5964904105063589,
IND020.xlsx,G,65.07,66.06866666666667,2.1697345971850934,70.40813586103685,61.729197472296484,-0.4602713474552602,
IND021.xlsx,G,,,,,,,too_short
IND022.xlsx,G,244.861,261.82120000000003,9.233777238667589,280.2887544773352,243.35364552266486,-1.8367564607230398,
IND023.xlsx,Y,99.804,98.2131,0.6543428433678299,99.52178568673565,96.90441431326434,2.4312942612955304,
IND024.xlsx,G,96.67,94.647865,1.2089919861642142,97.06584897232842,92.22988102767157,1.6725793248768024,
IND025.xlsx,G,524.49,353.0905,119.8153687335223,592.7212374670446,113.45976253295541,1.430530171644377,
IND026.xlsx,G,60.25,59.30666666666666,0.6701533821115342,60.64697343088972,57.96635990244359,1.407637950525694,
IND027.xlsx,missing,,,,,,,
IND028.xlsx,Y,1.1537,1.1678383333333333,0.00669285917147308,1.1812240516762795,1.154452614990387,-2.1124504447359462,
IND029.xlsx,Y,1.1537,1.1678383333333333,0.00669285917147308,1.1812240516762795,1.154452614990387,-2.1124504447359462,
IND030.xlsx,G,66.65,62.81733333333334,2.5475961654515076,67.91252566423636,57.72214100243032,1.5044247273733076,
IND031.xlsx,Y,4.0,4.35,0.14577379737113874,4.641547594742277,4.058452405257722,-2.4009801919950187,
IND032.xlsx,missing,,,,,,,
IND033.xlsx,missing,,,,,,,
IND034.xlsx,G,2.933,3.39745,0.25221851802223444,3.901887036044469,2.893012963955531,-1.8414587621954723,
IND035.xlsx,G,1.968,1.97015,0.037214614064902285,2.0445792281298045,1.8957207718701956,-0.057773002730876,
IND036.xlsx,G,,,,,,,too_short
IND037.xlsx,G,188.52011,147.17156016666664,54.06225339256135,255.29606695178933,39.04705338154393,0.7648321562382872,
IND038.xlsx,G,70.681,66.92855,3.426846010668545,73.7822420213371,60.07485797866291,1.0950156465501433,
IND039.xlsx,G,,,,,,,too_short
IND040.xlsx,G,17.3,15.27975,1.0334208665882283,17.346591733176457,13.212908266823543,1.9549150450868333,
IND041.xlsx,G,219.0,226.69565217391303,11.460460505994135,249.6165731859013,203.77473116192476,-0.6714958940688287,
IND042.xlsx,G,265.971,263.82795,7.422934126579303,278.6738182531586,248.98208174684137,0.28870659007014443,
IND043.xlsx,G,97.39,96.95093333333334,0.6533927373502091,98.25771880803376,95.64414785863292,0.6719797168962538,
IND044.xlsx,Y,235.94,261.46366666666665,8.669869081415243,278.80340482949714,244.12392850383617,-2.94395064411979,
IND045.xlsx,G,44.317,41.178000000000004,3.1510203268148236,47.48004065362965,34.87595934637036,0.9961852588786761,
IND046.xlsx,G,6.37,6.820499999999999,0.2713940861551782,7.363288172310355,6.277711827689643,-1.6599477401376068,
IND047.xlsx,Y,6.8,7.418000000000001,0.2797665693633708,7.977533138726742,6.85846686127326,-2.2089844451619265,
IND048.xlsx,G,21.94,21.64435,2.309812292698191,26.263974585396383,17.024725414603616,0.12799741387411204,
IND049.xlsx,Y,579.46,471.22333333333336,46.597573995029315,564.418481323392,378.02818534327474,2.322796175573702,
IND050.xlsx,G,60.0,62.75225166666667,1.9759441002965705,66.70413986725981,58.800363466073534,-1.3928793158944053,
IND051.xlsx,G,1430.0,1401.47,17.553850954511933,1436.577701909024,1366.362298090976,1.6252843933750503,
IND052.xlsx,G,2881.38,2865.0221666666666,18.13821399621499,2901.2985946590966,2828.7457386742367,0.9018436620467132,
IND053.xlsx,G,62.32,52.943,5.5675638897695885,64.07812777953917,41.80787222046082,1.6842195591558926,
IND054.xlsx,Y,66.61,76.759,5.01939893479914,86.79779786959828,66.72020213040172,-2.021955244409385,
IND055.xlsx,G,,,,,,,too_short
IND056.xlsx,G,,,,,,,too_short
IND057.xlsx,G,50.929,53.327016666666665,2.5987738999488945,58.524564466564456,48.129468866768875,-0.9227492498342472,
IND058.xlsx,G,1841.11,1840.8163333333334,5.3232718531235745,1851.4628770395807,1830.1697896270862,0.05516657325966753,
IND059.xlsx,G,25858.13,24363.77666666667,751.0794662520892,25865.935599170847,22861.61773416249,1.9896074922540539,
IND060.xlsx,G,36.2,34.447,2.5367697964141853,39.52053959282837,29.37346040717163,0.6910362944552274,
IND061.xlsx,G,,,,,,,too_short
IND062.xlsx,Y,200.47,174.71099999999998,11.979718791914136,198.67043758382826,150.7515624161717,2.150217417239074,
IND063.xlsx,G,,,,,,,too_short
IND064.xlsx,G,1550.7,1713.5872,396.9305702363577,2507.4483404727152,919.7260595272845,-0.4103669815681027,
IND065.xlsx,Y,4.04,4.278499999999999,0.10626735152434919,4.4910347030486975,4.065965296951301,-2.244339362737872,
IND066.xlsx,G,7228.661,6273.76495,507.3719781770552,7288.50890635411,5259.02099364589,1.8820433352091328,
IND067.xlsx,missing,,,,,,,
IND068.xlsx,G,6840.2,6603.683833333333,138.79661550979867,6881.27706435293,6326.090602313735,1.7040485158657908,
IND069.xlsx,G,,,,,,,too_short
IND070.xlsx,G,7.1225,7.137381666666666,0.024948710665832298,7.187279087998331,7.087484245335002,-0.5964904105063589,
IND071.xlsx,G,1430.0,1401.47,17.553850954511933,1436.577701909024,1366.362298090976,1.6252843933750503,
IND072.xlsx,G,4.0775,4.129603333333333,0.10691380011746845,4.3434309335682695,3.9157757330983958,-0.4873396444246312,
IND073.xlsx,G,3.5736,3.5880599999999996,0.09151313239092072,3.771086264781841,3.4050337352181583,-0.15801010873751178,
IND074.xlsx,G,3.6871,3.6861683333333337,0.08272330282670204,3.851614938986738,3.5207217276799296,0.011262445221971971,
